EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Salary,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,WorkLifeBalance,Overtime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,JobInvolvement,Education,EnvironmentSatisfaction,MonthlyIncome,JobLevel,YearsSinceLastPromotion,YearsWithCurrManager,HourlyRate,DailyRate,MonthlyRate,Attrition
940,26,Male,Single,Finance,Manager,35060,29,18,2,3,No,30,3,4,5,2,7,2,PhD,2,13249,2,9,3,59,522,27630,Yes
941,58,Female,Married,HR,Executive,106436,39,10,4,4,No,44,3,1,4,0,10,3,Bachelor's,3,5311,1,0,9,50,671,6354,No
942,29,Female,Married,Sales,Engineer,90519,28,6,2,3,No,46,2,4,3,0,12,4,Bachelor's,3,14071,1,5,19,48,961,21837,No
943,49,Male,Married,HR,Manager,101117,6,13,1,1,No,10,4,3,5,0,1,3,Bachelor's,2,9773,1,2,0,66,1862,4516,No
944,52,Female,Divorced,IT,Manager,91158,16,10,3,3,Yes,19,2,3,5,1,25,2,High School,3,9905,2,6,7,66,1363,17872,No
945,30,Male,Divorced,Sales,Clerk,64782,20,18,4,1,Yes,29,8,4,4,2,16,4,High School,3,6642,4,7,6,46,534,12156,No
946,50,Male,Married,IT,Executive,115709,16,16,4,2,Yes,2,2,1,4,0,5,2,Master's,4,9338,1,4,4,16,311,24453,No
947,35,Male,Divorced,Operations,Analyst,108533,7,6,2,4,No,36,1,1,2,1,19,3,Bachelor's,4,19346,3,4,2,14,1523,25758,Yes
948,43,Male,Single,IT,Engineer,138939,14,13,4,1,No,19,4,4,2,0,4,1,Bachelor's,1,12622,1,11,14,88,1733,10838,Yes
949,32,Female,Single,Operations,Executive,88255,26,4,3,1,Yes,7,5,2,5,2,6,2,Bachelor's,1,18655,4,1,16,60,625,14734,Yes
950,44,Male,Married,Operations,Engineer,141952,26,14,4,3,No,26,0,2,2,1,26,2,High School,1,13105,2,7,12,17,1853,13022,Yes
951,22,Female,Single,IT,Manager,102684,14,1,3,2,Yes,15,5,2,3,2,39,1,Master's,4,9240,3,9,14,65,567,7208,Yes
952,58,Female,Married,IT,Clerk,86918,7,5,1,1,No,47,9,2,1,0,39,3,High School,1,17797,3,12,18,82,1293,18578,No
953,42,Female,Married,Operations,Clerk,114284,33,8,1,2,No,38,2,4,5,0,9,2,PhD,1,10806,1,0,19,20,1942,15725,No
954,47,Female,Single,Sales,Analyst,109558,26,12,3,2,Yes,3,3,1,1,0,14,3,PhD,4,3757,4,9,13,31,891,11337,Yes
955,57,Male,Divorced,Operations,Clerk,115549,20,2,2,3,Yes,38,5,3,2,1,9,3,PhD,2,9220,1,8,12,86,974,12701,No
956,44,Female,Single,Finance,Manager,134223,3,12,4,1,No,16,7,3,4,1,15,3,Master's,4,13104,3,0,11,20,309,22675,Yes
957,22,Male,Single,Operations,Analyst,111422,4,5,2,3,Yes,2,8,4,5,1,37,1,PhD,2,17316,1,0,8,69,355,12275,No
958,36,Female,Married,Sales,Executive,55256,26,5,4,4,Yes,31,5,3,2,1,20,3,Master's,4,12326,4,0,2,24,1806,8210,Yes
959,42,Female,Married,Finance,Clerk,60005,11,13,1,4,No,28,6,2,3,0,8,3,High School,1,11956,2,6,10,47,172,13544,Yes
960,30,Male,Married,HR,Analyst,36638,2,9,1,1,No,7,4,1,5,0,32,4,High School,3,6497,3,3,9,10,246,23514,Yes
961,30,Male,Married,HR,Manager,67419,14,10,1,2,No,30,8,4,5,0,21,4,Master's,3,12864,4,11,0,55,1463,18327,No
962,31,Male,Divorced,Sales,Engineer,63377,30,1,4,1,Yes,43,3,1,4,1,19,4,High School,2,11774,1,6,16,97,416,16041,No
963,47,Female,Divorced,Operations,Engineer,136244,12,3,1,1,No,7,9,4,5,1,29,2,High School,2,17039,3,4,12,52,1741,18705,Yes
964,56,Female,Divorced,IT,Manager,73116,26,18,1,4,No,36,5,4,4,0,31,2,Master's,2,4821,1,11,13,31,705,12479,No
965,46,Male,Married,Sales,Manager,66634,33,12,1,4,No,29,4,4,2,0,6,4,PhD,3,15717,1,13,0,12,674,13323,Yes
966,47,Male,Married,Finance,Engineer,112291,13,3,1,2,No,24,0,4,3,1,4,1,Master's,2,13372,2,6,1,23,1277,14937,Yes
967,32,Male,Married,Finance,Analyst,53382,14,9,2,2,No,39,4,1,3,2,29,1,Bachelor's,4,11380,1,9,1,11,1378,25089,No
968,59,Male,Divorced,HR,Engineer,145303,24,2,1,1,Yes,4,4,3,5,0,3,4,High School,4,4746,1,13,6,70,1474,3702,Yes
969,23,Female,Married,Finance,Manager,86063,34,3,1,3,No,29,8,4,5,0,1,2,Master's,3,8797,4,6,8,41,646,12404,Yes
970,28,Male,Single,Sales,Clerk,52394,26,14,2,1,No,44,0,2,2,0,15,2,High School,4,19283,1,3,3,47,934,2830,Yes
971,39,Male,Single,Finance,Executive,97789,21,4,2,2,Yes,5,4,4,4,1,21,1,PhD,2,11089,2,1,1,55,411,10380,No
972,48,Male,Married,Sales,Clerk,133246,28,19,4,3,No,29,6,1,3,0,31,3,High School,3,15137,1,7,18,51,907,23990,Yes
973,55,Male,Single,IT,Clerk,140634,36,13,3,4,No,30,5,4,4,0,7,1,Master's,2,10597,1,1,4,15,864,2091,Yes
974,48,Female,Single,HR,Manager,30864,2,7,1,2,Yes,29,5,2,2,0,17,3,PhD,4,9107,1,8,8,50,1792,5877,Yes
975,38,Male,Divorced,Finance,Engineer,129572,9,12,1,2,No,26,6,1,3,0,19,2,PhD,2,5793,3,4,12,34,233,12103,Yes
976,45,Female,Married,Sales,Analyst,70222,23,3,1,3,Yes,19,5,4,3,0,39,2,PhD,3,14138,2,8,11,20,1047,20720,No
977,46,Male,Married,Operations,Clerk,43666,15,9,4,2,No,26,4,2,1,2,3,4,Bachelor's,2,5500,3,14,18,50,1252,9676,Yes
978,28,Male,Divorced,HR,Engineer,50955,13,2,1,2,Yes,37,9,1,2,2,30,2,Master's,4,16138,2,8,8,80,535,3580,Yes
979,27,Female,Single,IT,Analyst,140674,23,9,3,2,Yes,27,4,4,2,0,35,3,Master's,1,11361,2,13,9,66,1403,17787,No
980,45,Male,Single,Sales,Clerk,133533,17,12,2,2,No,30,8,2,1,0,29,1,PhD,3,7925,4,7,18,55,457,11600,No
981,54,Female,Married,IT,Analyst,111845,2,12,4,2,Yes,30,7,1,4,0,14,4,High School,2,7453,3,7,9,95,1029,17412,No
982,50,Female,Single,IT,Engineer,146925,20,15,2,2,Yes,3,9,4,1,0,35,3,PhD,3,17779,2,3,11,57,982,26750,No
983,43,Male,Divorced,Finance,Executive,99590,20,2,1,2,No,43,3,1,2,1,28,1,Bachelor's,2,15100,2,13,13,72,351,24176,No
984,47,Female,Divorced,Finance,Engineer,96471,3,18,1,2,No,7,3,2,4,1,30,1,PhD,1,18162,4,3,7,48,234,26130,No
985,49,Female,Married,Sales,Manager,140476,12,13,1,4,Yes,49,9,4,3,1,26,1,Master's,4,4325,3,13,15,19,1966,2473,Yes
986,42,Female,Divorced,Operations,Analyst,118314,2,14,3,2,No,9,4,4,1,2,7,2,PhD,2,14369,1,1,16,94,622,13624,Yes
987,28,Female,Divorced,Sales,Executive,73298,36,5,3,4,Yes,41,2,4,4,0,39,1,High School,2,13340,4,3,19,79,903,18653,No
988,38,Female,Married,Operations,Analyst,93108,14,10,4,4,Yes,42,7,2,4,1,31,2,Master's,1,16408,2,3,3,74,759,28620,Yes
989,41,Female,Divorced,IT,Analyst,143864,16,12,2,1,No,13,6,3,4,0,5,1,High School,3,4461,3,5,5,68,418,24934,No
990,41,Female,Divorced,HR,Clerk,78924,19,10,1,1,No,15,4,4,1,0,35,1,PhD,4,12594,2,2,11,87,179,29771,Yes
991,43,Female,Divorced,Sales,Manager,46709,34,11,1,4,Yes,5,9,2,3,2,14,2,Master's,2,3072,4,1,17,45,1314,19077,No
992,49,Male,Single,Sales,Analyst,39726,6,2,1,4,No,29,2,1,4,2,36,2,Bachelor's,2,9030,4,14,6,36,1576,14663,No
993,28,Male,Married,Operations,Engineer,90824,13,5,1,2,No,35,4,1,1,1,27,3,Master's,4,10717,3,7,4,82,1467,19799,Yes
994,22,Female,Married,IT,Engineer,70542,36,7,3,1,Yes,27,2,2,2,1,24,1,High School,1,16331,4,1,9,64,1153,16517,No
995,53,Male,Married,IT,Clerk,50245,22,6,2,3,Yes,27,9,3,1,2,29,2,Master's,3,16936,4,7,5,79,513,20467,Yes
996,34,Female,Single,Operations,Manager,64753,18,3,2,1,Yes,8,4,2,1,2,22,3,Bachelor's,4,6576,1,6,13,90,1994,19619,No
997,51,Female,Single,IT,Manager,109788,12,13,4,4,Yes,32,0,1,1,0,8,3,Bachelor's,3,11100,2,2,5,62,467,5967,No
998,44,Male,Married,Finance,Engineer,51316,30,3,3,4,Yes,20,5,1,4,0,15,2,Bachelor's,1,16612,1,5,13,69,1106,28547,Yes
999,40,Female,Single,HR,Executive,132907,7,6,1,2,Yes,10,9,4,1,1,5,1,Bachelor's,1,8728,1,5,11,70,1864,26709,No
1000,53,Female,Married,Sales,Clerk,114698,32,11,2,2,No,13,3,3,2,1,4,3,High School,4,3032,3,9,11,45,1092,29488,Yes
